fid,id sistema,id ruta,nombre,nombre completo,grupo,modalidad,subsistema,tipo unidad,longitud,zona
"929","225","174",218R,218 Azteca Rosita,Ctm Feat,Radial,OTE,Panoramica,44.3,Limite Municipal
"930","229","200","46",46 Ladrillera,Urban,Radial,,,0,Limite Municipal
"931","231","202","37",37 Niño Artillero,Transregio,Radial,,,0,Limite Municipal
"932","229","200","46",46 Ladrillera,Urban,Radial,,,0,Limite Municipal
"933","232","203",15ER,15 Estancia Reforma - Obispado,Martinez Garcia,Radial,,,0,Limite Municipal
"934","235","233",113C,113 Canteras,Ctm Snat,Radial,SUR,Panoramica,35.2,Limite Municipal
"935","229","200","46",46 Ladrillera,Urban,Radial,,,0,Limite Municipal
"936","235","233",113C,113 Canteras,Ctm Snat,Radial,SUR,Panoramica,35.2,Limite Municipal
"937","232","203",15ER,15 Estancia Reforma - Obispado,Martinez Garcia,Radial,,,0,Limite Municipal
"938","233","204",15CB,15 Casa Blanca - Centro,Martinez Garcia,Radial,,,0,Limite Municipal
"939","0","13",38LAL,38 Libramiento,Transregio,Alimentadora,LRC,Panoramica,29,Limite Municipal
"940","1","14",107A,107 Garcia - Valle Verde,Ctm Gpe,Alimentadora,LRC,Panoramica,31.62,Limite Municipal
"941","4","17",38AA,38 Alianza,Transregio,Alimentadora,LRC,Panoramica,18.6,Limite Municipal
"942","0","13",38LAL,38 Libramiento,Transregio,Alimentadora,LRC,Panoramica,29,Limite Municipal
"943","1","14",107A,107 Garcia - Valle Verde,Ctm Gpe,Alimentadora,LRC,Panoramica,31.62,Limite Municipal
"944","11","49",35S,38 Solidaridad,Ctm Feat,Alimentadora,LRC,Panoramica,13.06,Limite Municipal
"945","0","13",38LAL,38 Libramiento,Transregio,Alimentadora,LRC,Panoramica,29,Limite Municipal
"946","1","14",107A,107 Garcia - Valle Verde,Ctm Gpe,Alimentadora,LRC,Panoramica,31.62,Limite Municipal
"947","4","17",38AA,38 Alianza,Transregio,Alimentadora,LRC,Panoramica,18.6,Limite Municipal
"948","10","48",38F,38 Fomerrey,Ctm Feat,Alimentadora,LRC,Panoramica,13.84,Limite Municipal
"949","0","13",38LAL,38 Libramiento,Transregio,Alimentadora,LRC,Panoramica,29,Limite Municipal
"950","4","17",38AA,38 Alianza,Transregio,Alimentadora,LRC,Panoramica,18.6,Limite Municipal
"951","11","49",35S,38 Solidaridad,Ctm Feat,Alimentadora,LRC,Panoramica,13.06,Limite Municipal
"952","1","14",107A,107 Garcia - Valle Verde,Ctm Gpe,Alimentadora,LRC,Panoramica,31.62,Limite Municipal
"953","4","17",38AA,38 Alianza,Transregio,Alimentadora,LRC,Panoramica,18.6,Limite Municipal
"954","11","49",35S,38 Solidaridad,Ctm Feat,Alimentadora,LRC,Panoramica,13.06,Limite Municipal
"955","4","17",38AA,38 Alianza,Transregio,Alimentadora,LRC,Panoramica,18.6,Limite Municipal
"956","10","48",38F,38 Fomerrey,Ctm Feat,Alimentadora,LRC,Panoramica,13.84,Limite Municipal
"957","11","49",35S,38 Solidaridad,Ctm Feat,Alimentadora,LRC,Panoramica,13.06,Limite Municipal
"958","10","48",38F,38 Fomerrey,Ctm Feat,Alimentadora,LRC,Panoramica,13.84,Limite Municipal
"959","125","248","11",,,,,,0,Limite Municipal
"960","185","51",207B,207 Escobedo,Martinez Garcia,Periferica,ZN,Panoramica,39.9,Limite Municipal
"961","10","48",38F,38 Fomerrey,Ctm Feat,Alimentadora,LRC,Panoramica,13.84,Limite Municipal
"962","184","50",207A,207 Penitenciaria,Martinez Garcia,Periferica,ZN,Panoramica,41.54,Limite Municipal
"963","187","89","204",204 San Bernabe - San Pedro,Ctm - Snat,Periferica,NP,Panoramica,62.4,Limite Municipal
"964","66","196",209B,209 Sur,Ctm Feat,Alimentadora,ZN,Panoramica,26.52,Limite Municipal
"965","189","91","206",206 San Bernabe - Punta De La Loma,Ctm - Feat,Periferica,NP,Panoramica,56.03,Limite Municipal
"966","191","117","214",214 Guadalupe San Pedro,Lazcano,Periferica,OTE,Panoramica,67.31,Limite Municipal
"967","192","118",214S,214 Guadalupe San Pedro - Sauces,Lazcano,Periferica,OTE,Panoramica,69.82,Limite Municipal
"968","89","191","323",,,,,,0,Limite Municipal
"969","155","28","201",201 Santa Catarina - San Nicolas,Ruta 201,Complementaria,LRC,Panoramica,63.97,Limite Municipal
"970","177","164","324",324 Carmen Romano,Ctm Feat,Microbus,NO,Midibus Panoramico,25.3,Limite Municipal
"971","92","205",320F,,,,,,0,Limite Municipal
"972","93","206",320M,,,,,,0,Limite Municipal
"973","102","215",134F,,,,,,0,Limite Municipal
"974","125","248","11",,,,,,0,Limite Municipal
"975","92","205",320F,,,,,,0,Limite Municipal
"976","93","206",320M,,,,,,0,Limite Municipal
"977","102","215",134F,,,,,,0,Limite Municipal
"978","147","3",21G,"21",Transregio,Complementaria,LRC,Panoramica,32.21,Limite Municipal
"979","92","205",320F,,,,,,0,Limite Municipal
"980","93","206",320M,,,,,,0,Limite Municipal
"981","103","216","328",,,,,,0,Limite Municipal
"982","111","225",326M,,,,,,0,Limite Municipal
"983","92","205",320F,,,,,,0,Limite Municipal
"984","93","206",320M,,,,,,0,Limite Municipal
"985","108","221",39N,,,,,,0,Limite Municipal
"986","125","248","11",,,,,,0,Limite Municipal
"987","92","205",320F,,,,,,0,Limite Municipal
"988","93","206",320M,,,,,,0,Limite Municipal
"989","145","1",38G,38 Gonzalitos,Transregio,Complementaria,LRC,Panoramica,28.48,Limite Municipal
"990","146","2",38RG,38 Rodrigo Gomez - Simon Bolibar,Transregio,Complementaria,LRC,Panoramica,28.13,Limite Municipal
"991","92","205",320F,,,,,,0,Limite Municipal
"992","93","206",320M,,,,,,0,Limite Municipal
"993","214","150",117A,117 Mercado De Abastos,Ctm Feat,Radial,NO,Panoramica,32.46,Limite Municipal
"994","219","157","67",67 Independencia,Lazcano,Radial,SUR,Panoramica,16.84,Limite Municipal
"995","94","207",116U,116 Calzada Union,Ctm Snat,,,,0,Limite Municipal
"996","95","208",116T,,,,,,0,Limite Municipal
"997","101","214","226",,,,,,0,Limite Municipal
"998","120","237",108C,,,,,,0,Limite Municipal
"999","94","207",116U,116 Calzada Union,Ctm Snat,,,,0,Limite Municipal
"1000","95","208",116T,,,,,,0,Limite Municipal
"1001","102","215",134F,,,,,,0,Limite Municipal
"1002","112","226",326PG,,,,,,0,Limite Municipal
"1003","94","207",116U,116 Calzada Union,Ctm Snat,,,,0,Limite Municipal
"1004","95","208",116T,,,,,,0,Limite Municipal
"1005","102","215",134F,,,,,,0,Limite Municipal
"1006","140","255",RTCV,,,,,,0,Limite Municipal
"1007","94","207",116U,116 Calzada Union,Ctm Snat,,,,0,Limite Municipal
"1008","95","208",116T,,,,,,0,Limite Municipal
"1009","111","225",326M,,,,,,0,Limite Municipal
"1010","112","226",326PG,,,,,,0,Limite Municipal
"1011","94","207",116U,116 Calzada Union,Ctm Snat,,,,0,Limite Municipal
"1012","95","208",116T,,,,,,0,Limite Municipal
"1013","112","226",326PG,,,,,,0,Limite Municipal
"1014","152","25",25V,25 Villa Mitras,Transregio,Complementaria,LRC,Panoramica,37.78,Limite Municipal
"1015","94","207",116U,116 Calzada Union,Ctm Snat,,,,0,Limite Municipal
"1016","95","208",116T,,,,,,0,Limite Municipal
"1017","112","226",326PG,,,,,,0,Limite Municipal
"1018","223","163","77",77 Zaragoza,Ctm Gpe,Radial,OTE,Panoramica,36.27,Limite Municipal
"1019","98","211","64",,,,,,0,Limite Municipal
"1020","99","212","313",,,,,,0,Limite Municipal
"1021","108","221",39N,,,,,,0,Limite Municipal
"1022","98","211","64",,,,,,0,Limite Municipal
"1023","100","213","205",,,,,,0,Limite Municipal
"1024","181","176",334FV,334 Fidel Velazquez - Casa Blanca,Ctm Feat,Microbus,ZN,Midibus Panoramico,0,Limite Municipal
"1025","99","212","313",,,,,,0,Limite Municipal
"1026","109","222",39G,,,,,,0,Limite Municipal
"1027","168","140",13M,13 Pedregal - San Bernabe,Tierra Y Libertada,Metrobus,NP,Panoramica,27.07,Limite Municipal
"1028","99","212","313",,,,,,0,Limite Municipal
"1029","109","222",39G,,,,,,0,Limite Municipal
"1030","168","140",13M,13 Pedregal - San Bernabe,Tierra Y Libertada,Metrobus,NP,Panoramica,27.07,Limite Municipal
"1031","100","213","205",,,,,,0,Limite Municipal
"1032","186","88","208",208 Escobeddo San Rafael,Transregio,Periferica,ZN,Panoramica,68.53,Limite Municipal
"1033","187","89","204",204 San Bernabe - San Pedro,Ctm - Snat,Periferica,NP,Panoramica,62.4,Limite Municipal
"1034","189","91","206",206 San Bernabe - Punta De La Loma,Ctm - Feat,Periferica,NP,Panoramica,56.03,Limite Municipal
"1035","101","214","226",,,,,,0,Limite Municipal
"1036","136","254",RTMJ,,,,,,0,Limite Municipal
"1037","140","255",RTCV,,,,,,0,Limite Municipal
"1038","150","20",122E,122 Estancia,Ctm Feat,Complementaria,LRC,Panoramica,40.51,Limite Municipal
"1039","101","214","226",,,,,,0,Limite Municipal
"1040","136","254",RTMJ,,,,,,0,Limite Municipal
"1041","140","255",RTCV,,,,,,0,Limite Municipal
"1042","156","29","215",215 Guadalupe - Penitenciaria,Transregio,Complementaria,LRC,Panoramica,53.59,Limite Municipal
"1043","102","215",134F,,,,,,0,Limite Municipal
"1044","108","221",39N,,,,,,0,Limite Municipal
"1045","227","185",55TG,55 Topo Grande,Ctm Snat,Radial,ZN,Panoramica,40.38,Limite Municipal
"1046","228","186",55J,55  Joyas - Ayala,Ctm Feat,Radial,ZN,Panoramica,40.24,Limite Municipal
"1047","102","215",134F,,,,,,0,Limite Municipal
"1048","136","254",RTMJ,,,,,,0,Limite Municipal
"1049","140","255",RTCV,,,,,,0,Limite Municipal
"1050","143","256",RTG,,,,,,0,Limite Municipal
"1051","102","215",134F,,,,,,0,Limite Municipal
"1052","136","254",RTMJ,,,,,,0,Limite Municipal
"1053","140","255",RTCV,,,,,,0,Limite Municipal
"1054","150","20",122E,122 Estancia,Ctm Feat,Complementaria,LRC,Panoramica,40.51,Limite Municipal
"1055","102","215",134F,,,,,,0,Limite Municipal
"1056","145","1",38G,38 Gonzalitos,Transregio,Complementaria,LRC,Panoramica,28.48,Limite Municipal
"1057","146","2",38RG,38 Rodrigo Gomez - Simon Bolibar,Transregio,Complementaria,LRC,Panoramica,28.13,Limite Municipal
"1058","214","150",117A,117 Mercado De Abastos,Ctm Feat,Radial,NO,Panoramica,32.46,Limite Municipal
"1059","103","216","328",,,,,,0,Limite Municipal
"1060","111","225",326M,,,,,,0,Limite Municipal
"1061","177","164","324",324 Carmen Romano,Ctm Feat,Microbus,NO,Midibus Panoramico,25.3,Limite Municipal
"1062","182","165","325",325 Fomerrey 11 - Matamoros,Ctm Feat,Midibus Panoramico,NO,Midibus Panoramico,23.15,Limite Municipal
"1063","108","221",39N,,,,,,0,Limite Municipal
"1064","109","222",39G,,,,,,0,Limite Municipal
"1065","156","29","215",215 Guadalupe - Penitenciaria,Transregio,Complementaria,LRC,Panoramica,53.59,Limite Municipal
"1066","108","221",39N,,,,,,0,Limite Municipal
"1067","109","222",39G,,,,,,0,Limite Municipal
"1068","174","144",308A,308 Chipinque Centro - Alfa,Ctm Feat,Microbus,PTE,Midibus,19.03,Limite Municipal
"1069","175","145",308C,308 Chipinque - Colorines,Ctm Feat,Microbus,PTE,Midibus,22.17,Limite Municipal
"1070","108","221",39N,,,,,,0,Limite Municipal
"1071","140","255",RTCV,,,,,,0,Limite Municipal
"1072","227","185",55TG,55 Topo Grande,Ctm Snat,Radial,ZN,Panoramica,40.38,Limite Municipal
"1073","228","186",55J,55  Joyas - Ayala,Ctm Feat,Radial,ZN,Panoramica,40.24,Limite Municipal
"1074","108","221",39N,,,,,,0,Limite Municipal
"1075","161","137","6",6 Larga,Martinez Garcia,Complementaria,LRC,Panoramica,57.04,Limite Municipal
"1076","174","144",308A,308 Chipinque Centro - Alfa,Ctm Feat,Microbus,PTE,Midibus,19.03,Limite Municipal
"1077","175","145",308C,308 Chipinque - Colorines,Ctm Feat,Microbus,PTE,Midibus,22.17,Limite Municipal
"1078","108","221",39N,,,,,,0,Limite Municipal
"1079","204","40",17S,17 Santuario,Lazcano,Radial,ZN,Panoramica,19.63,Limite Municipal
"1080","205","41",18I,18 Independencia,Lazcano,Radial,ZN,Panoramica,23.67,Limite Municipal
"1081","230","201","36",36 Col. Del Norte,Transregio,Radial,,,0,Limite Municipal
"1082","108","221",39N,,,,,,0,Limite Municipal
"1083","230","201","36",36 Col. Del Norte,Transregio,Radial,,,0,Limite Municipal
"1084","235","233",113C,113 Canteras,Ctm Snat,Radial,SUR,Panoramica,35.2,Limite Municipal
"1085","111","225",326M,,,,,,0,Limite Municipal
"1086","112","226",326PG,,,,,,0,Limite Municipal
"1087","161","137","6",6 Larga,Martinez Garcia,Complementaria,LRC,Panoramica,57.04,Limite Municipal
"1088","112","226",326PG,,,,,,0,Limite Municipal
"1089","209","126","127",127 Moderna,Croc,Radial,OTE,Panoramica,16.46,Limite Municipal
"1090","223","163","77",77 Zaragoza,Ctm Gpe,Radial,OTE,Panoramica,36.27,Limite Municipal
"1091","238","243",71T,71 Tres Caminos,Ctm Gpe,Radial,OTE,Panoramica,37.56,Limite Municipal
"1092","115","229",TRMC,,,,,,0,Limite Municipal
"1093","125","248","11",,,,,,0,Limite Municipal
"1094","166","134","412",412 Solidaridad,Transregio,Metrobus,NP,Panoramica,26.31,Limite Municipal
"1095","120","237",108C,,,,,,0,Limite Municipal
"1096","147","3",21G,"21",Transregio,Complementaria,LRC,Panoramica,32.21,Limite Municipal
"1097","149","5",103VC,103 Centro,Ctm Feat,Complementaria,LRC,Panoramica,25.32,Limite Municipal
"1098","153","26",27V,27 Valle Verde,Transregio,Complementaria,LRC,Panoramica,46.71,Limite Municipal
"1099","121","238",131C,,,,,,0,Limite Municipal
"1100","153","26",27V,27 Valle Verde,Transregio,Complementaria,LRC,Panoramica,46.71,Limite Municipal
"1101","205","41",18I,18 Independencia,Lazcano,Radial,ZN,Panoramica,23.67,Limite Municipal
"1102","229","200","46",46 Ladrillera,Urban,Radial,,,0,Limite Municipal
"1103","123","242",2S,,,,,,0,Limite Municipal
"1104","145","1",38G,38 Gonzalitos,Transregio,Complementaria,LRC,Panoramica,28.48,Limite Municipal
"1105","152","25",25V,25 Villa Mitras,Transregio,Complementaria,LRC,Panoramica,37.78,Limite Municipal
"1106","153","26",27V,27 Valle Verde,Transregio,Complementaria,LRC,Panoramica,46.71,Limite Municipal
"1107","123","242",2S,,,,,,0,Limite Municipal
"1108","146","2",38RG,38 Rodrigo Gomez - Simon Bolibar,Transregio,Complementaria,LRC,Panoramica,28.13,Limite Municipal
"1109","152","25",25V,25 Villa Mitras,Transregio,Complementaria,LRC,Panoramica,37.78,Limite Municipal
"1110","123","242",2S,,,,,,0,Limite Municipal
"1111","151","24",25A,25 Alvaro Obrego,Transregio,Complementaria,LRC,Panoramica,40.16,Limite Municipal
"1112","152","25",25V,25 Villa Mitras,Transregio,Complementaria,LRC,Panoramica,37.78,Limite Municipal
"1113","157","30",2L,2 Larga,Transregio,Complementaria,LRC,Panoramica,45.74,Limite Municipal
"1114","125","248","11",,,,,,0,Limite Municipal
"1115","147","3",21G,"21",Transregio,Complementaria,LRC,Panoramica,32.21,Limite Municipal
"1116","154","27",201M,201 Metrobus,Ruta 201,Complementaria,LRC,Panoramica,36.34,Limite Municipal
"1117","136","254",RTMJ,,,,,,0,Limite Municipal
"1118","140","255",RTCV,,,,,,0,Limite Municipal
"1119","143","256",RTG,,,,,,0,Limite Municipal
"1120","150","20",122E,122 Estancia,Ctm Feat,Complementaria,LRC,Panoramica,40.51,Limite Municipal
"1121","136","254",RTMJ,,,,,,0,Limite Municipal
"1122","140","255",RTCV,,,,,,0,Limite Municipal
"1123","143","256",RTG,,,,,,0,Limite Municipal
"1124","156","29","215",215 Guadalupe - Penitenciaria,Transregio,Complementaria,LRC,Panoramica,53.59,Limite Municipal
"1125","136","254",RTMJ,,,,,,0,Limite Municipal
"1126","148","4",103VV,103 Villagran,Ctm Feat,Complementaria,LRC,Panoramica,24.05,Limite Municipal
"1127","212","147",73V,73 Tierra Propia - 20 De Nov.,Ctm Gpe.,Radial,OTE,Panoramica,46.44,Limite Municipal
"1128","213","148",73Z,73 Tierra Propia - Zertuche,Ctm Gpe,Radial,OTE,Panoramica,44.2,Limite Municipal
"1129","136","254",RTMJ,,,,,,0,Limite Municipal
"1130","150","20",122E,122 Estancia,Ctm Feat,Complementaria,LRC,Panoramica,40.51,Limite Municipal
"1131","151","24",25A,25 Alvaro Obrego,Transregio,Complementaria,LRC,Panoramica,40.16,Limite Municipal
"1132","152","25",25V,25 Villa Mitras,Transregio,Complementaria,LRC,Panoramica,37.78,Limite Municipal
"1133","140","255",RTCV,,,,,,0,Limite Municipal
"1134","150","20",122E,122 Estancia,Ctm Feat,Complementaria,LRC,Panoramica,40.51,Limite Municipal
"1135","227","185",55TG,55 Topo Grande,Ctm Snat,Radial,ZN,Panoramica,40.38,Limite Municipal
"1136","228","186",55J,55  Joyas - Ayala,Ctm Feat,Radial,ZN,Panoramica,40.24,Limite Municipal
"1137","140","255",RTCV,,,,,,0,Limite Municipal
"1138","227","185",55TG,55 Topo Grande,Ctm Snat,Radial,ZN,Panoramica,40.38,Limite Municipal
"1139","228","186",55J,55  Joyas - Ayala,Ctm Feat,Radial,ZN,Panoramica,40.24,Limite Municipal
"1140","231","202","37",37 Niño Artillero,Transregio,Radial,,,0,Limite Municipal
"1141","145","1",38G,38 Gonzalitos,Transregio,Complementaria,LRC,Panoramica,28.48,Limite Municipal
"1142","146","2",38RG,38 Rodrigo Gomez - Simon Bolibar,Transregio,Complementaria,LRC,Panoramica,28.13,Limite Municipal
"1143","152","25",25V,25 Villa Mitras,Transregio,Complementaria,LRC,Panoramica,37.78,Limite Municipal
"1144","153","26",27V,27 Valle Verde,Transregio,Complementaria,LRC,Panoramica,46.71,Limite Municipal
"1145","145","1",38G,38 Gonzalitos,Transregio,Complementaria,LRC,Panoramica,28.48,Limite Municipal
"1146","152","25",25V,25 Villa Mitras,Transregio,Complementaria,LRC,Panoramica,37.78,Limite Municipal
"1147","153","26",27V,27 Valle Verde,Transregio,Complementaria,LRC,Panoramica,46.71,Limite Municipal
"1148","145","1",38G,38 Gonzalitos,Transregio,Complementaria,LRC,Panoramica,28.48,Limite Municipal
"1149","167","139","408",408 San Jeronimo - Aud. San Pedro,Martinez Garcia,Metrobus,PTE,Panoramica,16.18,Limite Municipal
"1150","208","125",70T,70 Tolteca,Martinez Garza,Radial,OTE,Panoramica,33.61,Limite Municipal
"1151","146","2",38RG,38 Rodrigo Gomez - Simon Bolibar,Transregio,Complementaria,LRC,Panoramica,28.13,Limite Municipal
"1152","147","3",21G,"21",Transregio,Complementaria,LRC,Panoramica,32.21,Limite Municipal
"1153","154","27",201M,201 Metrobus,Ruta 201,Complementaria,LRC,Panoramica,36.34,Limite Municipal
"1154","147","3",21G,"21",Transregio,Complementaria,LRC,Panoramica,32.21,Limite Municipal
"1155","149","5",103VC,103 Centro,Ctm Feat,Complementaria,LRC,Panoramica,25.32,Limite Municipal
"1156","151","24",25A,25 Alvaro Obrego,Transregio,Complementaria,LRC,Panoramica,40.16,Limite Municipal
"1157","152","25",25V,25 Villa Mitras,Transregio,Complementaria,LRC,Panoramica,37.78,Limite Municipal
"1158","147","3",21G,"21",Transregio,Complementaria,LRC,Panoramica,32.21,Limite Municipal
"1159","149","5",103VC,103 Centro,Ctm Feat,Complementaria,LRC,Panoramica,25.32,Limite Municipal
"1160","161","137","6",6 Larga,Martinez Garcia,Complementaria,LRC,Panoramica,57.04,Limite Municipal
"1161","147","3",21G,"21",Transregio,Complementaria,LRC,Panoramica,32.21,Limite Municipal
"1162","154","27",201M,201 Metrobus,Ruta 201,Complementaria,LRC,Panoramica,36.34,Limite Municipal
"1163","155","28","201",201 Santa Catarina - San Nicolas,Ruta 201,Complementaria,LRC,Panoramica,63.97,Limite Municipal
"1164","147","3",21G,"21",Transregio,Complementaria,LRC,Panoramica,32.21,Limite Municipal
"1165","155","28","201",201 Santa Catarina - San Nicolas,Ruta 201,Complementaria,LRC,Panoramica,63.97,Limite Municipal
"1166","156","29","215",215 Guadalupe - Penitenciaria,Transregio,Complementaria,LRC,Panoramica,53.59,Limite Municipal
"1167","148","4",103VV,103 Villagran,Ctm Feat,Complementaria,LRC,Panoramica,24.05,Limite Municipal
"1168","149","5",103VC,103 Centro,Ctm Feat,Complementaria,LRC,Panoramica,25.32,Limite Municipal
"1169","159","136","202",202 Santa Catarina - Vivienda Digna,Martinez Garcia,Complementaria,LRC,Panoramica,63.15,Limite Municipal
"1170","148","4",103VV,103 Villagran,Ctm Feat,Complementaria,LRC,Panoramica,24.05,Limite Municipal
"1171","149","5",103VC,103 Centro,Ctm Feat,Complementaria,LRC,Panoramica,25.32,Limite Municipal
"1172","161","137","6",6 Larga,Martinez Garcia,Complementaria,LRC,Panoramica,57.04,Limite Municipal
"1173","148","4",103VV,103 Villagran,Ctm Feat,Complementaria,LRC,Panoramica,24.05,Limite Municipal
"1174","157","30",2L,2 Larga,Transregio,Complementaria,LRC,Panoramica,45.74,Limite Municipal
"1175","178","168",330UP,330 Unidad Piloto,Ctm Gpe,Microbus,OTE,Midibus,32.48,Limite Municipal
"1176","179","169",330D,330 Delfines,Ctm Gpe,Microbus,OTE,Midibus,32.98,Limite Municipal
"1177","150","20",122E,122 Estancia,Ctm Feat,Complementaria,LRC,Panoramica,40.51,Limite Municipal
"1178","151","24",25A,25 Alvaro Obrego,Transregio,Complementaria,LRC,Panoramica,40.16,Limite Municipal
